time_interval,requests,unique_ips,bot_ratio,bot_count,human_count,is_anomaly
2024-10-01 00:05:00,891,419,0.038159371492704826,34,857,True
2024-10-01 03:35:00,562,405,0.03914590747330961,22,540,True
2024-10-01 06:10:00,855,561,0.05847953216374269,50,805,True
2024-10-01 17:25:00,379738,15126,0.007784314448382832,2956,376782,True
2024-10-01 17:35:00,310852,14502,0.008042412466382716,2500,308352,True
2024-10-01 18:35:00,174613,14273,0.004907996540921925,857,173756,True
2024-10-01 18:50:00,170338,15416,0.004080123049466355,695,169643,True
2024-10-01 18:55:00,190715,15728,0.00339249665731589,647,190068,True
2024-10-01 19:05:00,244215,17654,0.00748111295374977,1827,242388,True
2024-10-02 00:55:00,1126,545,0.02486678507992895,28,1098,True
2024-10-02 17:00:00,158611,15622,0.006405608690443917,1016,157595,True
2024-10-02 17:35:00,226749,18593,0.00616981772797234,1399,225350,True
2024-10-02 18:05:00,227910,31352,0.002917818437102365,665,227245,True
2024-10-02 18:10:00,286027,31961,0.002083719369150465,596,285431,True
2024-10-02 18:15:00,157322,25584,0.0019005606336049631,299,157023,True
2024-10-02 18:20:00,167879,23359,0.004884470362582574,820,167059,True
2024-10-02 18:25:00,149542,23492,0.004212863275868986,630,148912,True
2024-10-02 18:30:00,168937,23181,0.0008050338291789247,136,168801,True
2024-10-02 18:40:00,176962,21346,0.0049558662311682735,877,176085,True
2024-10-02 18:45:00,332806,20539,0.005228271124919623,1740,331066,True
2024-10-02 18:50:00,160009,20262,0.006043410058184227,967,159042,True
2024-10-02 18:55:00,195568,19458,0.005547942403665221,1085,194483,True
2024-10-02 19:00:00,319680,20650,0.005668168168168168,1812,317868,True
2024-10-02 19:05:00,213001,21304,0.004835658048553763,1030,211971,True
2024-10-02 19:25:00,166090,16671,0.0028839785658377986,479,165611,True
2024-10-02 21:00:00,219384,9726,0.010657112642672209,2338,217046,True
2024-10-02 22:05:00,1027,582,0.02629016553067186,27,1000,True
2024-10-03 06:05:00,193212,6955,0.009409353456307062,1818,191394,True
2024-10-03 06:10:00,206165,7152,0.010481895569083017,2161,204004,True
2024-10-03 23:05:00,603,304,0.14759535655058043,89,514,True
2024-10-04 01:45:00,1059,541,0.019830028328611898,21,1038,True
2024-10-04 19:15:00,554,452,0.016245487364620937,9,545,True
2024-10-05 11:10:00,185234,10791,0.005592925704784219,1036,184198,True
2024-10-05 11:15:00,186056,10620,0.0076804832953519375,1429,184627,True
2024-10-05 13:20:00,163236,18158,0.005930064446568159,968,162268,True
2024-10-05 13:25:00,183913,20342,0.0059919635914807545,1102,182811,True
2024-10-05 13:30:00,258693,20204,0.005253331168605258,1359,257334,True
2024-10-05 13:35:00,175094,18280,0.0057055067563708635,999,174095,True
2024-10-05 13:40:00,206640,16573,0.005478126209833527,1132,205508,True
2024-10-05 13:45:00,213596,19756,0.005997303320286897,1281,212315,True
2024-10-05 13:50:00,223104,20153,0.005284530981067126,1179,221925,True
2024-10-05 14:40:00,173690,21374,0.005457999884852323,948,172742,True
2024-10-05 15:00:00,145968,23158,0.004775019182286529,697,145271,True
2024-10-05 15:10:00,525976,23430,0.0045534397006707535,2395,523581,True
2024-10-05 15:25:00,234411,25475,0.0031355183843761597,735,233676,True
2024-10-05 15:30:00,150019,24306,0.003259587118964931,489,149530,True
2024-10-05 15:35:00,184812,23487,0.004642555678202714,858,183954,True
2024-10-05 15:40:00,213558,20366,0.0035353393457515053,755,212803,True
2024-10-05 15:50:00,150709,25075,0.003967911670835849,598,150111,True
2024-10-05 15:55:00,300040,28581,0.003672843620850553,1102,298938,True
2024-10-05 16:00:00,268805,28876,0.0039024571715555885,1049,267756,True
2024-10-05 16:15:00,170885,24994,0.003704245545249729,633,170252,True
2024-10-05 16:30:00,277999,23675,0.005330954427893626,1482,276517,True
2024-10-05 16:35:00,201664,24164,0.0035950888606791497,725,200939,True
2024-10-05 16:40:00,171190,24871,0.001185816928558911,203,170987,True
2024-10-05 16:45:00,184202,21846,0.0016069315208303927,296,183906,True
2024-10-05 16:50:00,153196,24212,0.003772944463301914,578,152618,True
2024-10-05 16:55:00,225110,25298,0.003242859046688286,730,224380,True
2024-10-05 17:00:00,209289,21503,0.00504565457334117,1056,208233,True
2024-10-05 17:05:00,207850,24903,0.004777483762328602,993,206857,True
2024-10-05 17:15:00,188369,23589,0.004268218231237624,804,187565,True
2024-10-05 17:20:00,162276,21694,0.005398210456259706,876,161400,True
2024-10-05 17:45:00,220053,21443,0.004630702603463711,1019,219034,True
2024-10-05 17:55:00,186180,16306,0.0041196691373939194,767,185413,True
2024-10-05 18:05:00,256749,23517,0.004701089390805806,1207,255542,True
2024-10-05 18:10:00,238275,22070,0.005065575490504669,1207,237068,True
2024-10-05 19:00:00,185285,22882,0.0056291658795909,1043,184242,True
2024-10-05 19:25:00,161064,15818,0.007257984403715293,1169,159895,True
2024-10-05 19:30:00,214737,15633,0.00954190474859945,2049,212688,True
2024-10-05 20:25:00,369,339,0.016260162601626018,6,363,True
2024-10-06 04:00:00,268231,15641,0.004809287517102796,1290,266941,True
2024-10-06 04:45:00,169468,18933,0.005729695281705101,971,168497,True
2024-10-06 05:20:00,157690,15143,0.006392288667639039,1008,156682,True
2024-10-06 07:25:00,169240,12625,0.007261876624911369,1229,168011,True
2024-10-06 10:30:00,177756,13369,0.00825851166767929,1468,176288,True
2024-10-06 14:05:00,225102,19114,0.004971079777167684,1119,223983,True
2024-10-06 14:35:00,216747,22265,0.004752084227232672,1030,215717,True
2024-10-06 15:00:00,278569,26669,0.004487218606521185,1250,277319,True
2024-10-06 15:05:00,183688,25959,0.004932276468794913,906,182782,True
2024-10-06 15:10:00,255698,20830,0.004157248003504134,1063,254635,True
2024-10-06 15:15:00,425068,25279,0.0037688087553050336,1602,423466,True
2024-10-06 15:20:00,381346,26432,0.0033591541539704103,1281,380065,True
2024-10-06 15:25:00,434890,29741,0.003113430982547311,1354,433536,True
2024-10-06 15:30:00,369650,29051,0.004379818747463817,1619,368031,True
2024-10-06 15:35:00,317305,26167,0.004541371866185531,1441,315864,True
2024-10-06 15:45:00,209977,24183,0.0030717650028336436,645,209332,True
2024-10-06 15:50:00,355584,26555,0.0036418961483081352,1295,354289,True
2024-10-06 15:55:00,262646,29077,0.0036665321383154512,963,261683,True
2024-10-06 16:00:00,246602,29942,0.0028588575923958444,705,245897,True
2024-10-06 16:05:00,190091,28909,0.0034194149118053985,650,189441,True
2024-10-06 16:10:00,148008,27351,0.003932219880006486,582,147426,True
2024-10-06 16:15:00,144854,26401,0.0030651552597788117,444,144410,True
2024-10-06 16:20:00,140436,26120,0.0025349625452163265,356,140080,True
2024-10-06 16:25:00,204279,26288,0.0025651192731509357,524,203755,True
2024-10-06 16:35:00,134296,25040,0.002732769404896646,367,133929,True
2024-10-06 16:45:00,357066,27683,0.003531559991710216,1261,355805,True
2024-10-06 16:50:00,164162,26928,0.0026315468866120054,432,163730,True
2024-10-06 16:55:00,122777,23446,0.0023538610651832183,289,122488,True
2024-10-06 17:00:00,159441,22243,0.0028976235723559185,462,158979,True
2024-10-06 17:10:00,173747,18530,0.003297898668753993,573,173174,True
2024-10-06 17:15:00,483938,26200,0.003200823245952994,1549,482389,True
2024-10-06 17:20:00,265148,25903,0.0034886176776743553,925,264223,True
2024-10-06 17:25:00,144501,25226,0.00275430619857302,398,144103,True
2024-10-06 17:35:00,153343,21840,0.003749763601859883,575,152768,True
2024-10-06 17:45:00,148880,23560,0.0035464803868887696,528,148352,True
2024-10-06 17:55:00,292698,31015,0.0020840593376107797,610,292088,True
2024-10-06 18:00:00,305795,31265,0.0026749946859824392,818,304977,True
2024-10-06 18:05:00,200306,26969,0.0032899663514822323,659,199647,True
2024-10-06 18:20:00,180728,20844,0.003928555619494489,710,180018,True
2024-10-06 18:25:00,194849,19570,0.00493202428547234,961,193888,True
2024-10-06 18:50:00,224849,17085,0.0036646816307833257,824,224025,True
2024-10-06 18:55:00,184769,17245,0.003572027775222034,660,184109,True
2024-10-06 19:10:00,187430,14986,0.007101317825321454,1331,186099,True
2024-10-07 00:50:00,200,192,0.005,1,199,True
2024-10-07 03:15:00,171420,9360,0.008382919145957297,1437,169983,True
2024-10-08 00:00:00,999,522,0.03803803803803804,38,961,True
2024-10-08 01:25:00,202,180,0.039603960396039604,8,194,True
2024-10-08 01:50:00,78,75,0.02564102564102564,2,76,True
2024-10-08 06:00:00,171,158,0.04678362573099415,8,163,True
2024-10-09 13:35:00,541,472,0.009242144177449169,5,536,True
